id,crystal_structure(core/shell),Space group(core),Space group(shell),chemical formula,Structure,length (D),width,depth,shape,core_1,core_2(shell),Name,synonyms,Cas rn (core_1),Cas rn (core_2),Exp type,Scale bar (nm),microphotography pic,Spectrum,JCPDS card (core),JCPDS card (shell),X-ray tube (nm),Instrument,Crystalline size,Material fraction,curie temperature (K),temperature (K),H-range min (kOe),H-range max(kOe),Ms (emu/g),Hc (Oe),Mr (emu/g),Instrument,exchange bias shift Hb or Heb(Oe),vertical loop shift M vsl (emu/g),M-H curve,cooling fields (mT),FC field(T),"Hc of measurement (kOe) ",applied field(kOe),Article id,Method,Tb,Keff (effective anisotropy constant) (erg/cm3),Keff (Jm^-3),"Total magnetization ",Atomic mass ratio,Number of magnetic ions per unit cell,get_exchange_group_info,number_of_unique_magnetic_sites,number_of_magnetic_sites
423,"cubic, cubic",fd3m,fm3m,CoFe2O4@NiO,CoFe2O4@NiO,800,110,0,rod,Co1Fe2O4,Ni1O1,,,12052-28-7,1313-99-1,,,,,,,,,,,,5,-40,40,41,7820,33.5,VSM,-584,0,1,5000,5,50,,doi.org/10.1007/s10909-021-02568-w,coaxial electrospinning method,,,,,,,,,
424,"cube, cube",fd3m,fm3m,Fe3O4/MgO,Fe3O4/MgO,24,24,24,cubic,Fe3O4,Mg1O1,,,1317-61-9,1309-48-4,TEM,500,,1,,,,,22,Fe3O4/MgO/CoFe2O4,,5,-20,20,38.4,5491,12.549,SQUID,-50,0,1,5000,5,50,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
425,"cube, cube",fd3m,fm3m,Fe3O4/MgO,Fe3O4/MgO,24,24,24,cubic,Fe3O4,Mg1O1,,,1317-61-9,1309-48-4,TEM,500,,1,,,,,22,Fe3O4/MgO/CoFe2O4,,25,-20,20,30.17,5033.95,15.932,SQUID,-101.55,0,1,0,0,0,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
426,"cube, cube",fd3m,fm3m,Fe3O4/MgO,Fe3O4/MgO,24,24,24,cubic,Fe3O4,Mg1O1,,,1317-61-9,1309-48-4,TEM,500,,1,,,,,22,Fe3O4/MgO/CoFe2O4,,50,-20,20,30.5,3534,14.9,SQUID,-127.295,0,1,0,0,0,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
427,"cube, cube",fd3m,fm3m,Fe3O4/MgO,Fe3O4/MgO,24,24,24,cubic,Fe3O4,Mg1O1,,,1317-61-9,1309-48-4,TEM,500,,1,,,,,22,Fe3O4/MgO/CoFe2O4,,75,-20,20,30.5,2746.15,13.9,SQUID,-101.65,0,1,0,0,0,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
428,"cube, cube",fd3m,fm3m,Fe3O4/MgO,Fe3O4/MgO,24,24,24,cubic,Fe3O4,Mg1O1,,,1317-61-9,1309-48-4,TEM,500,,1,,,,,22,Fe3O4/MgO/CoFe2O4,,100,-20,20,30,2161.55,12.288,SQUID,-76.25,0,1,0,0,0,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
429,"cube, cube",fd3m,fm3m,Fe3O4/MgO,Fe3O4/MgO,24,24,24,cubic,Fe3O4,Mg1O1,,,1317-61-9,1309-48-4,TEM,500,,1,,,,,22,Fe3O4/MgO/CoFe2O4,,125,-20,20,30.25,1525.8,11.61,SQUID,-101,0,1,0,0,0,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
430,"cube, cube",fd3m,fm3m,Fe3O4/MgO,Fe3O4/MgO,24,24,24,cubic,Fe3O4,Mg1O1,,,1317-61-9,1309-48-4,TEM,500,,1,,,,,22,Fe3O4/MgO/CoFe2O4,,150,-20,20,30.339,941.295,10.763,SQUID,-76.9,0,1,0,0,0,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
431,"cube, cube",fd3m,fm3m,Fe3O4/MgO,Fe3O4/MgO,24,24,24,cubic,Fe3O4,Mg1O1,,,1317-61-9,1309-48-4,TEM,500,,1,,,,,22,Fe3O4/MgO/CoFe2O4,,200,-20,20,29.32,457.615,9.326,SQUID,-50.845,0,1,0,0,0,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
432,"cube, cube",fd3m,fm3m,Fe3O4/MgO,Fe3O4/MgO,24,24,24,cubic,Fe3O4,Mg1O1,,,1317-61-9,1309-48-4,TEM,500,,1,,,,,22,Fe3O4/MgO/CoFe2O4,,250,-20,20,27.967,,6.5,SQUID,,0,1,0,0,0,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
433,"cube, cube",fd3m,fm3m,Fe3O4/MgO,Fe3O4/MgO,24,24,24,cubic,Fe3O4,Mg1O1,,,1317-61-9,1309-48-4,TEM,500,,1,,,,,22,Fe3O4/MgO/CoFe2O4,,300,-20,20,26.187,,6,SQUID,,0,1,0,0,0,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
434,"cube, cube",fd3m,fm3m,Fe3O4/MgO/CoFe2O4,Fe3O4/MgO/CoFe2O4,29,29,29,cubic,Fe3O4,"Mg1O1, Co1Fe2O4",,,1317-61-9,"1309-48-4, 12052-28-7",TEM,200,,,,,,,,,,5,-20,20,32.9,6785.7825,22.82,SQUID,-2755.17,0,1,5000,5,50,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
435,"cube, cube",fd3m,fm3m,Fe3O4/MgO/CoFe2O4,Fe3O4/MgO/CoFe2O4,29,29,29,cubic,Fe3O4,"Mg1O1, Co1Fe2O4",,,1317-61-9,"1309-48-4, 12052-28-7",,,,,,,,,,,,25,-20,20,30.85,5255.674,20.17,SQUID,-918.639,0,1,1000,1,10,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
436,"cube, cube",fd3m,fm3m,Fe3O4/MgO/CoFe2O4,Fe3O4/MgO/CoFe2O4,29,29,29,cubic,Fe3O4,"Mg1O1, Co1Fe2O4",,,1317-61-9,"1309-48-4, 12052-28-7",,,,,,,,,,,,50,-20,20,31.538,3724.686,16.4,SQUID,-407.967,0,1,1000,1,10,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
437,"cube, cube",fd3m,fm3m,Fe3O4/MgO/CoFe2O4,Fe3O4/MgO/CoFe2O4,29,29,29,cubic,Fe3O4,"Mg1O1, Co1Fe2O4",,,1317-61-9,"1309-48-4, 12052-28-7",TEM,200,,,,,,,,,,75,-20,20,30.427,2882.653,15.213,SQUID,-178.571,0,1,5000,5,50,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
438,"cube, cube",fd3m,fm3m,Fe3O4/MgO/CoFe2O4,Fe3O4/MgO/CoFe2O4,29,29,29,cubic,Fe3O4,"Mg1O1, Co1Fe2O4",,,1317-61-9,"1309-48-4, 12052-28-7",,,,,,,,,,,,100,-20,20,30.34,2168.6,13.675,SQUID,-25.2,0,1,1000,1,10,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
439,"cube, cube",fd3m,fm3m,Fe3O4/MgO/CoFe2O4,Fe3O4/MgO/CoFe2O4,29,29,29,cubic,Fe3O4,"Mg1O1, Co1Fe2O4",,,1317-61-9,"1309-48-4, 12052-28-7",,,,,,,,,,,,125,-20,20,30.3,1505.05,12.393,SQUID,-76.55,0,1,1000,1,10,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
440,"cube, cube",fd3m,fm3m,Fe3O4/MgO/CoFe2O4,Fe3O4/MgO/CoFe2O4,29,29,29,cubic,Fe3O4,"Mg1O1, Co1Fe2O4",,,1317-61-9,"1309-48-4, 12052-28-7",TEM,200,,,,,,,,,,150,-20,20,30.17,944.54,11.368,SQUID,-25.46,0,1,5000,5,50,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
441,"cube, cube",fd3m,fm3m,Fe3O4/MgO/CoFe2O4,Fe3O4/MgO/CoFe2O4,29,29,29,cubic,Fe3O4,"Mg1O1, Co1Fe2O4",,,1317-61-9,"1309-48-4, 12052-28-7",TEM,200,,,,,,,,,,200,-20,20,29.144,433.5,7.752,SQUID,-76.5,0,1,5000,5,50,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
442,"cube, cube",fd3m,fm3m,Fe3O4/MgO/CoFe2O4,Fe3O4/MgO/CoFe2O4,29,29,29,cubic,Fe3O4,"Mg1O1, Co1Fe2O4",,,1317-61-9,"1309-48-4, 12052-28-7",,,,,,,,,,,,250,-20,20,27.606,0,9.061,SQUID,,0,1,1000,1,10,,10.1039/D2TC03144B,thermal decomposition of organometallic precursors in presence of oleic acid (OA) and oleylamine (OL),,,,,,,,,
443,cubic,p4132,0,Fe2O3,γ-Fe2O3,6.8,6.8,6.8,sphere,Fe2O3,0,,,1309-37-1,0,TEM,20,1,,,,,,,,,5,-50,50,,11898.92,26.621,MPMS Evercool,-1253.696,0,1,5000,5,50,,10.21203/rs.3.rs-3848974/v1,optimized thermal decomposition route,170,,,,,,,,
444,"hexagona, cube",p63/mmc,p4132,Co/Fe2O3,Co/γ-Fe2O3,6.8,6.8,6.8,sphere,Co1,Fe2O3,,,7440-48-4,1309-37-1,TEM,20,1,,,,,,,,,5,-50,50,,8798.29,26.621,MPMS Evercool,-1478.24,0,1,5000,5,50,,10.21203/rs.3.rs-3848974/v1,optimized thermal decomposition route,93.5,,,,,,,,
445,"hexagona, cube",p63/mmc,p4132,Co/Fe2O3,Co/γ-Fe2O3,6.8,6.8,6.8,sphere,Co1,Fe2O3,,,7440-48-4,1309-37-1,TEM,20,1,,,,,,,,,5,-50,50,,1634.436,25.577,MPMS Evercool,-223.87,0,1,5000,5,50,,10.21203/rs.3.rs-3848974/v1,optimized thermal decomposition route,93.5,,,,,,,,
446,"hexagona, cube",p63/mmc,p4132,Co/Fe2O3,Co/γ-Fe2O3,6.8,6.8,6.8,sphere,Co1,Fe2O3,,,7440-48-4,1309-37-1,,,,,,,,,,,,5,-50,50,,873.4,22.55,MPMS Evercool,-13.282,0,1,5000,5,50,,10.21203/rs.3.rs-3848974/v1,optimized thermal decomposition route,255,,,,,,,,
447,"cubic, cubic",fd3m,fd3m,Fe3O4@CoFe2O4,Fe3O4@CoFe2O4,7.2,7.2,7.2,sphere,Fe3O4,Co1Fe2O4,,,1317-61-9,12052-28-7,TEM,20,1,1,70-2856,,,,5.4,,,5,-75,75,67,26100,,,-90,0,1,7000,7,70,,10.1039/C9NR02323B,thermal decomposition of 1.38 g of an iron (II) stearate homemade precursor with 1.24 g of oleic acid in 20mL,159,,280000,,,,,,
448,"cubic, cubic",fd3m,fd3m,Fe3O4@CoFe2O4,Fe3O4@CoFe2O4,13.3,13.3,13.3,sphere,Fe3O4,Co1Fe2O4,,,1317-61-10,12052-28-7,TEM,20,1,1,22-1086,,,,9.7,,,5,-75,75,63,21700,,,-50,0,1,7000,7,70,,10.1039/C9NR02323B,thermal decomposition of as synthesized iron stearate (II) in presence of oleic acid,284,,100000,,,,,,
449,"cubic, cubic",fd3m,fm3m,Fe3O4@CoO,Fe3O4@CoO,10.9,10.9,10.9,sphere,Fe3O4,Co1O1,,,1317-61-11,1307-96-6,TEM,20,1,1,,,,,8.4,,,5,-75,75,46,15300,,,-2000,0,1,7000,7,70,,10.1039/C9NR02323B,thermal decomposition of as synthesized iron stearate (II) in presence of oleic acid,220,,140000,,,,,,
450,"cubic, cubic",fd3m,0,CoFe2O4,CoFe2O4,6.91,6.91,6.91,sphere,Co1Fe2O4,0,,,12052-28-7,0,STEM,100,1,1,,,0.154056,Bruker DaVinci2,6.2,CoFe2O4,,5,-50,50,98.5,13200,46.295,,-833,0,1,,,,,10.1039/d1na00312g,conducted under oxygen-free conditions in a Schlenk line. The synthesis of core/ shell nanoparticles was carried out using a two-step procedure in which preformed Co or Ni ferrite nanoparticles were used as seeds for the subsequent growth of Co or Ni ferrites,175.5,,832000,,,,,,
451,"cubic, cubic",fd3m,fd3m,CoFe2O4@NiFe2O4,CoFe2O4@NiFe2O4,11,11,11,sphere,Co1Fe2O4,Ni1Fe2O4,,,12052-28-7,,STEM,100,1,1,,,0.154056,Bruker DaVinci2,9.2,CoFe2O4@NiFe2O4,,5,-50,50,83.3,8310,50.8,,,0,1,,,,,10.1039/d1na00312g,conducted under oxygen-free conditions in a Schlenk line. The synthesis of core/ shell nanoparticles was carried out using a two-step procedure in which preformed Co or Ni ferrite nanoparticles were used as seeds for the subsequent growth of Co or Ni ferrites,174.4,,392000,,,,,,
452,"cubic, cubic",fd3m,0,NiFe2O4,NiFe2O4,84.2,84.2,84.2,sphere,Ni1Fe2O4,0,,,,,STEM,100,1,1,,,0.154056,Bruker DaVinci2,6.2,NiFe2O4,,5,-50,50,75.3,251,15.813,,,0,1,,,,,10.1039/d1na00312g,conducted under oxygen-free conditions in a Schlenk line. The synthesis of core/ shell nanoparticles was carried out using a two-step procedure in which preformed Co or Ni ferrite nanoparticles were used as seeds for the subsequent growth of Co or Ni ferrites,28.3,,61000,,,,,,
453,"cubic, cubic",fd3m,fd3m,NiFe2O4@CoFe2O4,NiFe2O4@CoFe2O4,12,12,12,sphere,Ni1Fe2O4,Co1Fe2O4,,,,12052-28-7,STEM,100,1,1,,,0.154056,Bruker DaVinci2,9.02,NiFe2O4@CoFe2O4,,5,-50,50,86.3,3010,38.835,,-830,0,1,,,,,10.1039/d1na00312g,conducted under oxygen-free conditions in a Schlenk line. The synthesis of core/ shell nanoparticles was carried out using a two-step procedure in which preformed Co or Ni ferrite nanoparticles were used as seeds for the subsequent growth of Co or Ni ferrites,173.4,,291000,,,,,,
454,"cubic,  trigonal",fd3m,r3c,MnFe2O4/Fe2O3,MnFe2O4/α-Fe2O3,4,4,4,sphere,Mn1Fe2O4,Fe2O3,,,,,HRTEM,50,1,,73-1964 (MnFe2O4),,0.15406,Bruker D8,4,MnFe2O4/α-Fe2O3,,5,-50,50,6.7,3230,2.18,"Quantum Design, MPMS",-1020,0.845,1,5000,5,50,,10.1140/epjb/e2020-100615-7,chemical coprecipitation method,,,,,,,,,
455,"cubic,  trigonal",fd3m,r3c,MnFe2O4/Fe2O3,MnFe2O4/α-Fe2O3,5,5,5,sphere,Mn1Fe2O4,Fe2O3,,,,,HRTEM,50,1,,Fe2O3 (33-0664),,0.15406,Bruker D8,5,MnFe2O4/α-Fe2O3,,5,-50,50,7.2,3100,2.045,"Quantum Design, MPMS",-1030,0.676,1,5000,5,50,,10.1140/epjb/e2020-100615-7,chemical coprecipitation method,,,,,,,,,
456,"cubic,  trigonal",fd3m,r3c,MnFe2O4/Fe2O3,MnFe2O4/α-Fe2O3,6,6,6,sphere,Mn1Fe2O4,Fe2O3,,,,,,,,,,,0.15406,Bruker D8,6,MnFe2O4/α-Fe2O3,,5,-50,50,7.5,3370,2.45,"Quantum Design, MPMS",-1110,0.591,1,5000,5,50,,10.1140/epjb/e2020-100615-7,chemical coprecipitation method,,,,,,,,,
457,"cubic,  trigonal",fd3m,r3c,MnFe2O4/Fe2O3,MnFe2O4/α-Fe2O3,6,6,6,sphere,Mn1Fe2O4,Fe2O3,,,,,,,,,,,0.15406,Bruker D8,6,MnFe2O4/α-Fe2O3,,5,-50,50,8.3,3100,3.06,"Quantum Design, MPMS",-1110,0.92957,1,5000,5,50,,10.1140/epjb/e2020-100615-7,chemical coprecipitation method,,,,,,,,,
458,"cubic,  trigonal",fd3m,r3c,MnFe2O4/Fe2O3,MnFe2O4/α-Fe2O3,4,4,4,sphere,Mn1Fe2O4,Fe2O3,,,,,,,,,,,,,,,,300,-50,50,4.3,546,0.77,"Quantum Design, MPMS",0,0,1,0,0,0,,10.1140/epjb/e2020-100615-7,chemical coprecipitation method,,,,,,,,,
459,"cubic,  trigonal",fd3m,r3c,MnFe2O4/Fe2O3,MnFe2O4/α-Fe2O3,5,5,5,sphere,Mn1Fe2O4,Fe2O3,,,,,,,,,,,,,,,,300,-50,50,4.5,559,0.648,"Quantum Design, MPMS",0,0,1,0,0,0,,10.1140/epjb/e2020-100615-7,chemical coprecipitation method,,,,,,,,,
460,"cubic,  trigonal",fd3m,r3c,MnFe2O4/Fe2O3,MnFe2O4/α-Fe2O3,6,6,6,sphere,Mn1Fe2O4,Fe2O3,,,,,,,,,,,,,,,,300,-50,50,4.7,556,0.703,"Quantum Design, MPMS",0,0,1,0,0,0,,10.1140/epjb/e2020-100615-7,chemical coprecipitation method,,,,,,,,,
461,"cubic,  trigonal",fd3m,r3c,MnFe2O4/Fe2O3,MnFe2O4/α-Fe2O3,6,6,6,sphere,Mn1Fe2O4,Fe2O3,,,,,,,,,,,,,,,,300,-50,50,5,533,0.77,"Quantum Design, MPMS",0,0,1,0,0,0,,10.1140/epjb/e2020-100615-7,chemical coprecipitation method,,,,,,,,,
462,cubic,fd3m,0,Fe3O4,Fe3O4,18,18,18,sphere,Fe3O4,0,ferrous ferric oxide,black iron oxide,1317-61-9,0,TEM,20,1,,,,0.15406,Rigaku Ultima IV,,,,5,-20,20,80.88,400,19.35,,-769,0,1,5000,5,50,0.1,10.1039/d1nr04520b,chemical coprecipitation method,,,,,,,,,
463,"monoclinic, cube",c2/c,fd3m,Fe5C2/Fe3O4,Fe5C2/Fe3O4,15,15,15,sphere,Fe5C2,Fe3O4,,,12011-67-5,1317-61-9,TEM,20,1,,,,,,,,,5,-20,20,109,1700,100,,-280,0,1,5000,5,50,0.1,10.1039/d1nr04520b,"octadecylamine as a solvent, reducing and surface functionalizing agent",,,,,,,,,
464,monoclinic,c2/c,0,Fe5C2,Fe5C2,12,12,12,sphere,Fe5C2,0,Iron carbide,,12011-67-5,0,TEM,20,1,,,,,,,,,5,-20,20,122.8,1400,100,,-147,0,1,5000,5,50,0.1,10.1039/d1nr04520b,"octadecylamine as a solvent, reducing and surface functionalizing agent and lowering the reaction temperature to 300 °C and aging time to 30 minutes",,,,,,,,,
465,cubic,fd3m,0,Fe3O4,Fe3O4,18,18,18,sphere,Fe3O4,0,ferrous ferric oxide,black iron oxide,1317-61-9,0,,,,,,,,,,,,300,-20,20,73.3,0,6,,0,0,1,0,0,0,0.1,10.1039/d1nr04520b,,,,,,,,,,
466,"monoclinic, cube",c2/c,fd3m,Fe5C2/Fe3O4,Fe5C2/Fe3O4,15,15,15,sphere,Fe5C2,Fe3O4,,,12011-67-5,1317-61-9,,,,,,,,,,,,300,-20,20,75,650,81.81,,0,0,1,0,0,0,0.1,10.1039/d1nr04520b,"octadecylamine as a solvent, reducing and surface functionalizing agent",,,,,,,,,
467,monoclinic,c2/c,0,Fe5C2,Fe5C2,12,12,12,sphere,Fe5C2,0,Iron carbide,black iron oxide,12011-67-5,0,,,,,,,,,,,,300,-20,20,108,850,60.6,,0,0,1,0,0,0,0.1,10.1039/d1nr04520b,"octadecylamine as a solvent, reducing and surface functionalizing agent and lowering the reaction temperature to 300 °C and aging time to 30 minutes",,,,,,,,,
468,cubic,pm3m,0,FeNi3,FeNi3,14.5,14.5,14.5,sphere,Fe1Ni3,0,,,,0,TEM,100,1,1,00-038-0419,,0.1789,PANalytical Empyrean,,,,5,-30,30,94,414,,"VSM, Quantum Device PPMS Evercool II",,0,1,3000,3,30,,10.1039/D3MH00908D,"solution of PA (185 mg, 0.72 mmol) in 8 mL of mesitylene was added upon a mixture of Fe[N(Si(CH3)3)2]2 (301 mg, 0.4 mmol) and Ni[iPrNC(CH3)NiPr]2 (682 mg, 2 mmol) dissolved in 12 mL of mesitylene inside a Fisher-Porter (FP) bottle. The vessel was pressurized with H2 (3 bar), placed in a pre-heated oil bath at 150°C and stirred for 24 h. Then, the magnetic product was decanted with a magnet and washed with toluene (3x5 mL), then dried under reduced pressure. This procedure yields 130-150 mg of FeNi3 NPs with a metal content of 85-90 w%, determined by TGA, and a composition of ca. 28 w% Fe and 69 w% Ni, determined by ICP-AES",,,,,,,,,
469,"cubic, cubic",pm3m,im3m,FeNi3@Mo,FeNi3@Mo,21.72,21.72,21.72,sphere,Fe1Ni3,Mo1,,,,,TEM,200,1,1,,,,,,,,5,-30,30,57,174,,"VSM, Quantum Device PPMS Evercool II",,0,1,3000,3,30,,10.1039/D3MH00908D,induction heating,,,,,,,,,
470,hexagonal,p6322,0,Fe2.2C,Fe2.2C,14.8,14.8,14.8,cube,Fe2.2C1,0,,,,0,TEM,100,1,1,00-036-1249,,0.1789,PANalytical Empyrean,,,,5,-30,30,183,742,,"VSM, Quantum Device PPMS Evercool II",,0,1,3000,3,30,,10.1039/D3MH00908D,"solution containing 753.2 mg (1 mmol) of Fe[N(Si(CH3)3)2]2, 666.4 mg (2.62 mmol) of PA and 483.0 mg (2 mmol) of HAD in mesitylene (40 mL) was pressurized with H2 (2 bar) and stirred within an oil bath at 150ºC for 3 days. Next, the magnetic product was decanted, washed with toluene (3x10 mL) and THF (3x10 mL), and dried, affording ~100 mg of Fe(0) NPs that were employed in the next step of synthesis as obtained. The Fe(0) NPs (100 mg) were dispersed in a solution of PA (56 mg) and Et3N (3 drops) in mesitylene (20 mL), and the mixture was pressurized with CO (2 bar) and H2 (2 bar) and stirred within an oil bath at 150ºC for 6 days. Then, the magnetic product was decanted, washed with toluene (3x10 mL) and dried under vacuum, affording 85-100 mg of Fe2.2C NPs with a metal content of ~75 wt% determined by TGA",,,,,,,,,
471,"hexagonall, cubic",p6322,im3m,Fe2.2C@Mo,Fe2.2C@Mo,19.06,19.06,19.06,sphere,Fe2.2C1,Mo1,,,,,TEM,100,1,,,,,,,,,300,-30,30,162,423,,"VSM, Quantum Device PPMS Evercool II",,0,1,0,0,0,,10.1039/D3MH00908D,induction heating,,,,,,,,,
472,hexagonal,p6322,0,Fe2.2C,Fe2.2C,15.32,15.32,15.32,cube,Fe2.2C1,0,,,,0,,,,,,,,,,,,5,-30,30,108,605,,"VSM, Quantum Device PPMS Evercool II",,0,1,3000,3,30,,10.1039/D3MH00908D,"solution containing 753.2 mg (1 mmol) of Fe[N(Si(CH3)3)2]2, 666.4 mg (2.62 mmol) of PA and 483.0 mg (2 mmol) of HAD in mesitylene (40 mL) was pressurized with H2 (2 bar) and stirred within an oil bath at 150ºC for 3 days. Next, the magnetic product was decanted, washed with toluene (3x10 mL) and THF (3x10 mL), and dried, affording ~100 mg of Fe(0) NPs that were employed in the next step of synthesis as obtained. The Fe(0) NPs (100 mg) were dispersed in a solution of PA (56 mg) and Et3N (3 drops) in mesitylene (20 mL), and the mixture was pressurized with CO (2 bar) and H2 (2 bar) and stirred within an oil bath at 150ºC for 6 days. Then, the magnetic product was decanted, washed with toluene (3x10 mL) and dried under vacuum, affording 85-100 mg of Fe2.2C NPs with a metal content of ~75 wt% determined by TGA",,,,,,,,,
473,"hexagonall, cubic",p6322,im3m,Fe2.2C@Mo,Fe2.2C@Mo,14.54,14.54,14.54,sphere,Fe2.2C1,Mo1,,,,,,,,,,,,,,,,300,-30,30,97,247,,"VSM, Quantum Device PPMS Evercool II",,0,1,0,0,0,,10.1039/D3MH00908D,induction heating,,,,,,,,,
474,"hexagonal, cubic",P63/mmc,fm3m,Co/CoO,Co/CoO,12,12,12,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,100,1,1,,,,,12,Co/CoO,,10,-20,20,122.7,7160.19,98,,-1756.75,11.029,1,5000,5,50,,10.1016/j.scriptamat.2023.115400,,,,,,,,,,
475,"hexagonal, cubic",P63/mmc,fm3m,Co/CoO,Co/CoO,12,12,12,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,,,,,,,,,,,,50,-20,20,116.78,6483.63,86,,-803.95,4.54,1,5000,5,50,,10.1016/j.scriptamat.2023.115400,,,,,,,,,,
476,"hexagonal, cubic",P63/mmc,fm3m,Co/CoO,Co/CoO,12,12,12,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,,,,,,,,,,,,100,-20,20,109,5296.52,77.67,,-211.8065,0,1,5000,5,50,,10.1016/j.scriptamat.2023.115400,,,,,,,,,,
477,"hexagonal, cubic",P63/mmc,fm3m,Co/CoO,Co/CoO,12,12,12,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,,,,,,,,,,,,150,-20,20,110.79,4068,69.88,,-126.63,0,1,5000,5,50,,10.1016/j.scriptamat.2023.115400,,,,,,,,,,
478,"hexagonal, cubic",P63/mmc,fm3m,Co/CoO,Co/CoO,12,12,12,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,,,,,,,,,,,,200,-20,20,112.49,3262.816,66.47,,-128.528,0,1,5000,5,50,,10.1016/j.scriptamat.2023.115400,,,,,,,,,,
479,"hexagonal, cubic",P63/mmc,fm3m,Co/CoO,Co/CoO,12,12,12,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,,,,,,,,,,,,300,-20,20,118.45,1991.5,66.96,,-43.5,0,1,5000,5,50,,10.1016/j.scriptamat.2023.115400,,,,,,,,,,
480,"orthorhombic, cubic",pbnm,fd3m,La2Fe2O6/CoFe2O4,La2Fe2O6/CoFe2O4,17.5,17.5,17.5,sphere,La2Fe2O6,Co1Fe2O4,,,,12052-28-7,HRTEM,,1,1,,,,,,La2Fe2O6/CoFe2O4,,300,-25,25,13.501,378,2.0785,VSM,0,0,,0,0,0,,10.1007/s10904-021-02202-y,modifed citrate auto combustion technique was used to prepare La2Fe2O6 and CoFe2O4 samples,,,,,,,,,
481,"orthorhombic, cubic",pbnm,fd3m,La2Fe2O6/CoFe2O4,La2Fe2O6/CoFe2O4,27.5,27.5,27.5,sphere,La2Fe2O6,Co1Fe2O4,,,,12052-28-7,HRTEM,,1,1,,,,,,La2Fe2O6/CoFe2O4,,300,-25,25,11.105,459,1.576,VSM,0,0,,0,0,0,,10.1007/s10904-021-02202-y,modifed citrate auto combustion technique was used to prepare La2Fe2O6 and CoFe2O4 samples,,,,,,,,,
482,"orthorhombic, cubic",pbnm,fd3m,La2Fe2O6/CoFe2O4,La2Fe2O6/CoFe2O4,31,31,31,sphere,La2Fe2O6,Co1Fe2O4,,,,12052-28-7,HRTEM,,1,1,,,,,,La2Fe2O6/CoFe2O4,,300,-25,25,20.365,1560,9.4571,VSM,0,0,,0,0,0,,10.1007/s10904-021-02202-y,modifed citrate auto combustion technique was used to prepare La2Fe2O6 and CoFe2O4 samples,,,,,,,,,
483,"fcc, hexagonal",fm3m,p63/mmc,CoO/Co,CoO/Co,50,50,50,sphere,Co1O1,Co1,Co-oxide/Co,,1307-96-6,7440-50-8,TEM,100,,,,,,,,,,5,-50,50,63.415,395.247,52.2,VSM,-50.685,0,,5026,5,50.26,,10.3390/nano13050880,two-step reduction and oxidation,,,,,,,,,
484,"fcc, hexagonal",fm3m,p63/mmc,Co/CoO,Co/CoO,62,62,62,sphere,Co1,Co1O1,Co/Co-oxide,,7440-50-8,1307-96-6,TEM,100,,,,,,,,,,5,-50,50,21.14,1111.3855,29.26,VSM,-253.3855,0,,5026,5,50.26,,10.3390/nano13050880,two-step reduction and oxidation,,,,,,,,,
